split,model,amount,level,metric,value,pvalue
10,SOMOS,20,System,LCC,0.8727988268707941,0.0004535147968767
10,SOMOS,20,System,SRCC,0.3181818181818182,0.3402976141819036
10,SOMOS,20,System,KTAU,0.2727272727272727,0.2829668209876543
10,SOMOS,30,Utterance,MSE,0.2904619352999659,NaN
10,SOMOS,30,System,MSE,0.1466390865268819,NaN
10,SOMOS,30,Utterance,LCC,0.7968153410728553,2.2383026389574887e-25
10,SOMOS,30,Utterance,SRCC,0.7758579882149593,2.444377164121782e-23
10,SOMOS,30,Utterance,KTAU,0.5838478549713456,1.5914673310059811e-19
10,SOMOS,30,System,LCC,0.9063326610055444,0.0001203024218749
10,SOMOS,30,System,SRCC,0.3272727272727273,0.3258949410128416
10,SOMOS,30,System,KTAU,0.2,0.4453821448613115
10,SOMOS,40,Utterance,MSE,0.2965256275658415,NaN
10,SOMOS,40,System,MSE,0.1820188202423048,NaN
10,SOMOS,40,Utterance,LCC,0.8416495892035422,1.1431292459252361e-30
10,SOMOS,40,Utterance,SRCC,0.8701177797115068,5.701576226262821e-35
10,SOMOS,40,Utterance,KTAU,0.6766227641922853,1.1314190841809691e-25
10,SOMOS,40,System,LCC,0.940662970734863,1.622064509633328e-05
10,SOMOS,40,System,SRCC,0.3545454545454546,0.2846927409558867
10,SOMOS,40,System,KTAU,0.3454545454545454,0.1645733124899791
10,BVCC-SOMOS,0,Utterance,MSE,0.6539291577542489,NaN
10,BVCC-SOMOS,0,System,MSE,0.3293799853558293,NaN
10,BVCC-SOMOS,0,Utterance,LCC,0.2144873282614404,0.0244413651042761
10,BVCC-SOMOS,0,Utterance,SRCC,0.2047945900383668,0.0318594757910999
10,BVCC-SOMOS,0,Utterance,KTAU,0.1366594436186144,0.0343819490655301
10,BVCC-SOMOS,0,System,LCC,0.6076321325528681,0.0473693887290207
10,BVCC-SOMOS,0,System,SRCC,0.4181818181818182,0.2005702170340506
10,BVCC-SOMOS,0,System,KTAU,0.2727272727272727,0.2829668209876543
10,BVCC-SOMOS,10,Utterance,MSE,0.4825840779159393,NaN
10,BVCC-SOMOS,10,System,MSE,0.2667097551416254,NaN
10,BVCC-SOMOS,10,Utterance,LCC,0.5344537400840305,1.8131560688624358e-09
10,BVCC-SOMOS,10,Utterance,SRCC,0.5130143702777237,1.0024293253886011e-08
10,BVCC-SOMOS,10,Utterance,KTAU,0.3655932124156096,1.5174000925030376e-08
10,BVCC-SOMOS,10,System,LCC,0.8383904193081334,0.0012643707955594
10,BVCC-SOMOS,10,System,SRCC,0.5636363636363637,0.0709517344763753
10,BVCC-SOMOS,10,System,KTAU,0.4545454545454545,0.0601701539201539
10,BVCC-SOMOS,20,Utterance,MSE,0.365974055399865,NaN
10,BVCC-SOMOS,20,System,MSE,0.2222623827807876,NaN
10,BVCC-SOMOS,20,Utterance,LCC,0.7644277650543218,2.567038894172465e-22
10,BVCC-SOMOS,20,Utterance,SRCC,0.7322671175443969,9.937953218305272e-20
10,BVCC-SOMOS,20,Utterance,KTAU,0.5427999634815054,4.3579877392463986e-17
10,BVCC-SOMOS,20,System,LCC,0.9220355909109555,5.3919813373109394e-05
10,BVCC-SOMOS,20,System,SRCC,0.7272727272727273,0.011204967253592
10,BVCC-SOMOS,20,System,KTAU,0.6000000000000001,0.00994553671637
10,BVCC-SOMOS,30,Utterance,MSE,0.2998038041047342,NaN
10,BVCC-SOMOS,30,System,MSE,0.1496912553448277,NaN
10,BVCC-SOMOS,30,Utterance,LCC,0.824498296716536,1.8160660471153235e-28
10,BVCC-SOMOS,30,Utterance,SRCC,0.789865314223175,1.1258953882210203e-24
10,BVCC-SOMOS,30,Utterance,KTAU,0.5998665443332344,1.5979800432723668e-20
10,BVCC-SOMOS,30,System,LCC,0.9418923540323646,1.4788815249004604e-05
10,BVCC-SOMOS,30,System,SRCC,0.4090909090909091,0.2115450103420961
10,BVCC-SOMOS,30,System,KTAU,0.2727272727272727,0.2829668209876543
10,BVCC-SOMOS,40,Utterance,MSE,0.2130426431286481,NaN
10,BVCC-SOMOS,40,System,MSE,0.1194630086349011,NaN
10,BVCC-SOMOS,40,Utterance,LCC,0.8440144028854526,5.4216137412509095e-31
10,BVCC-SOMOS,40,Utterance,SRCC,0.8557452804150179,1.1052486889166755e-32
10,BVCC-SOMOS,40,Utterance,KTAU,0.659269184050239,1.866787993932268e-24
10,BVCC-SOMOS,40,System,LCC,0.9243212454112067,4.732173907277532e-05
10,BVCC-SOMOS,40,System,SRCC,0.4909090909090909,0.1252044071384953
10,BVCC-SOMOS,40,System,KTAU,0.3454545454545454,0.1645733124899791
