#,Study,Arch.,Pipeline (basis),Implementation,Mono/multi,Input type,Model note,Source lang family,Source lang,Total source lang (min),Total source lang (utterances),Source data,Target lang family,Target lang,Target lang (minutes),Target lang (utterances),Target data,Combined data,Data rate (target/combied),Metric,Criterion,Type,Value
304,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,CER,Intelligibility,O,20.5
305,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,18
306,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,CER,Intelligibility,O,23
307,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,CER,Intelligibility,O,23.5
308,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,16
309,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,15.9
310,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,20,,0.96,70.08,0.0136986301369863,MCD,Acoustics,O,14.8
311,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,MCD,Acoustics,O,13.05
312,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,30,,1.44,70.56,0.02040816326530612,MCD,Acoustics,O,12.7
313,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,15
314,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,20,,0.96,70.08,0.0136986301369863,MCD,Acoustics,O,14.25
315,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,MCD,Acoustics,O,13.2
316,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,30,,1.44,70.56,0.02040816326530612,MCD,Acoustics,O,12.7
317,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,14.95
318,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,20,,0.96,70.08,0.0136986301369863,MCD,Acoustics,O,14.35
319,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,MCD,Acoustics,O,13.1
320,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,30,,1.44,70.56,0.02040816326530612,MCD,Acoustics,O,12.9
321,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,15.05
322,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,MCD,Acoustics,O,14.05
323,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,MCD,Acoustics,O,13.85
324,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,MCD,Acoustics,O,13.85
325,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,13.72
326,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,MCD,Acoustics,O,13.75
327,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,MCD,Acoustics,O,13.7
328,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,MCD,Acoustics,O,13.65
329,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,14.15
330,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,MCD,Acoustics,O,13.9
331,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,MCD,Acoustics,O,13.82
332,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,MCD,Acoustics,O,13.85
333,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,MCD,Acoustics,O,12.47
334,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,MCD,Acoustics,O,13.97
335,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,13.55
336,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,MCD,Acoustics,O,13.22
337,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,MCD,Acoustics,O,13.15
338,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,12.82
339,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,MCD,Acoustics,O,13.85
340,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,MCD,Acoustics,O,13.65
341,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,MCD,Acoustics,O,13.4
342,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,71.5
343,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,35
344,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,25.5
345,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,23
346,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,German,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,39
347,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,German,20,,0.96,70.08,0.0136986301369863,CER,Intelligibility,O,28
348,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,German,25,,1.2,70.32000000000001,0.01706484641638225,CER,Intelligibility,O,24
349,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,German,30,,1.44,70.56,0.02040816326530612,CER,Intelligibility,O,22
350,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,CER,Intelligibility,O,68
351,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,CER,Intelligibility,O,77
352,I,S2S,Tacotron,,Multi,Phone,Separate - phn2char,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,40
353,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,French,10,,0.48,69.60000000000001,0.00689655172413793,CER,Intelligibility,O,34
354,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,French,12.5,,0.6,69.72,0.008605851979345954,CER,Intelligibility,O,21
355,I,S2S,Tacotron,,Multi,Phone,Learned - phn2char,,English,1440.0,,69.12,,French,15,,0.72,69.84,0.010309278350515464,CER,Intelligibility,O,18
356,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,MOS,Naturalness/overall quality,S,3.94
357,I,S2S,Tacotron,,Multi,Phone,Separate - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,MOS,Naturalness/overall quality,S,2.9
358,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,MOS,Naturalness/overall quality,S,4.01
359,I,S2S,Tacotron,,Multi,Phone,Unified - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,MOS,Naturalness/overall quality,S,3.48
360,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,25,,1.2,70.32000000000001,0.01706484641638225,MOS,Naturalness/overall quality,S,3.99
361,I,S2S,Tacotron,,Multi,Phone,Learned - phn2phn,,English,1440.0,,69.12,,Chinese,15,,0.72,69.84,0.010309278350515464,MOS,Naturalness/overall quality,S,3.46
362,I,S2S,Tacotron,,Mono,Phone,Scratch,,,,,0.0,,Chinese,25,,1.2,1.2,1.0,MOS,Naturalness/overall quality,S,1.39
363,I,S2S,Tacotron,,Mono,Phone,Scratch,,,,,0.0,,Chinese,15,,0.72,0.72,1.0,MOS,Naturalness/overall quality,S,1.26
364,J,S2S,Tacotron,,Mono,,T-base,,,,,0.0,,English,600,,28.8,28.8,1.0,WER,Intelligibility,O,26.3
365,J,S2S,Tacotron,,Multi,,PD-H (pretrained decoder),,Korean,3600.0,,172.8,,English,120,,5.76,178.56,0.03225806451612903,WER,Intelligibility,O,37.4
366,J,S2S,Tacotron,,Multi,,PD-H (pretrained decoder),,Korean,3600.0,,172.8,,English,600,,28.8,201.60000000000002,0.14285714285714285,WER,Intelligibility,O,21.1
367,J,S2S,Tacotron,,Multi,,PA-HL (pretrained all modules),,Korean + English,3600.0,,172.8,,English,24,,1.152,173.952,0.006622516556291391,WER,Intelligibility,O,55.8
368,J,S2S,Tacotron,,Multi,,PA-HL (pretrained all modules),,Korean + English,3600.0,,172.8,,English,120,,5.76,178.56,0.03225806451612903,WER,Intelligibility,O,30.1
369,J,S2S,Tacotron,,Multi,,PA-HL (pretrained all modules),,Korean + English,3600.0,,172.8,,English,600,,28.8,201.60000000000002,0.14285714285714285,WER,Intelligibility,O,15
370,J,S2S,Tacotron,,Mono,,PD-E,,English,3600.0,,172.8,,English,24,,1.152,173.952,0.006622516556291391,WER,Intelligibility,O,41.9
371,J,S2S,Tacotron,,Mono,,PD-E,,English,3600.0,,172.8,,English,120,,5.76,178.56,0.03225806451612903,WER,Intelligibility,O,31.4
372,J,S2S,Tacotron,,Mono,,PD-E,,English,3600.0,,172.8,,English,600,,28.8,201.60000000000002,0.14285714285714285,WER,Intelligibility,O,19.6
373,K,DNN,,,Mono,,Male,,,,,0.0,Indo-Aryan,Bengali,,5000.0,50.0,50.0,1.0,MOS,Naturalness/overall quality,S,3.83
374,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,56959,569.59,Indo-Aryan,Bengali,,5000.0,50.0,619.59,0.08069852644490712,MOS,Naturalness/overall quality,S,3.94
375,K,DNN,,,Mono,,Male,,,,,0.0,Indo-Aryan,Gujarati,,2053.0,20.53,20.53,1.0,MOS,Naturalness/overall quality,S,3.34
376,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,59906,599.06,Indo-Aryan,Gujarati,,2053.0,20.53,619.5899999999999,0.03313481495827887,MOS,Naturalness/overall quality,S,3.77
377,K,DNN,,,Mono,,Male,,,,,0.0,Dravidian,Kannada,,2214.0,22.14,22.14,1.0,MOS,Naturalness/overall quality,S,3.75
378,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,59745,597.45,Dravidian,Kannada,,2214.0,22.14,619.59,0.03573330750980487,MOS,Naturalness/overall quality,S,3.9
379,K,DNN,,,Mono,,Male,,,,,0.0,Dravidian,Malayalam,,2023.0,20.23,20.23,1.0,MOS,Naturalness/overall quality,S,4.14
380,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,59936,599.36,Dravidian,Malayalam,,2023.0,20.23,619.59,0.03265062379960942,MOS,Naturalness/overall quality,S,4.1
381,K,DNN,,,Mono,,Male,,,,,0.0,Indo-Aryan,Marathi,,4800.0,48.0,48.0,1.0,MOS,Naturalness/overall quality,S,4.32
382,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,57159,571.59,Indo-Aryan,Marathi,,4800.0,48.0,619.59,0.07747058538711082,MOS,Naturalness/overall quality,S,4.25
383,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,61959,619.59,Indo-Aryan,Odia,,0.0,0.0,619.59,0.0,MOS,Naturalness/overall quality,S,3.8
384,K,DNN,,,Mono,,Male,,,,,0.0,Dravidian,Tamil,,1956.0,19.56,19.56,1.0,MOS,Naturalness/overall quality,S,3.45
385,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,60003,600.03,Dravidian,Tamil,,1956.0,19.56,619.5899999999999,0.03156926354524767,MOS,Naturalness/overall quality,S,3.61
386,K,DNN,,,Mono,,Male,,,,,0.0,Dravidian,Telugu,,2154.0,21.54,21.54,1.0,MOS,Naturalness/overall quality,S,3.01
387,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,59805,598.05,Dravidian,Telugu,,2154.0,21.54,619.5899999999999,0.03476492519246599,MOS,Naturalness/overall quality,S,3.79
388,K,DNN,,,Mono,,Male,,,,,0.0,Indo-Aryan,Urdu,,4000.0,40.0,40.0,1.0,MOS,Naturalness/overall quality,S,3.92
389,K,DNN,,,Multi,,Male,Indo-Aryan + Dravidian,11 languages,,57959,579.59,Indo-Aryan,Urdu,,4000.0,40.0,619.59,0.06455882115592569,MOS,Naturalness/overall quality,S,4.03
390,K,DNN,,,Mono,,Female,,,,,0.0,Indo-Aryan,Bengali,,6500.0,65.0,65.0,1.0,MOS,Naturalness/overall quality,S,3.4
391,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,55459,554.59,Indo-Aryan,Bengali,,6500.0,65.0,619.59,0.10490808437837924,MOS,Naturalness/overall quality,S,3.63
392,K,DNN,,,Mono,,Female,,,,,0.0,Indo-Aryan,Gujarati,,2219.0,22.19,22.19,1.0,MOS,Naturalness/overall quality,S,2.97
393,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,59740,597.4,Indo-Aryan,Gujarati,,2219.0,22.19,619.59,0.035814006036249776,MOS,Naturalness/overall quality,S,3.37
394,K,DNN,,,Mono,,Female,,,,,0.0,Dravidian,Kannada,,2186.0,21.86,21.86,1.0,MOS,Naturalness/overall quality,S,3.77
395,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,59773,597.73,Dravidian,Kannada,,2186.0,21.86,619.59,0.03528139576171339,MOS,Naturalness/overall quality,S,3.79
396,K,DNN,,,Mono,,Female,,,,,0.0,Dravidian,Malayalam,,2103.0,21.03,21.03,1.0,MOS,Naturalness/overall quality,S,3.89
397,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,59856,598.56,Dravidian,Malayalam,,2103.0,21.03,619.5899999999999,0.03394180022272794,MOS,Naturalness/overall quality,S,4.03
398,K,DNN,,,Mono,,Female,,,,,0.0,Indo-Aryan,Marathi,,5600.0,56.0,56.0,1.0,MOS,Naturalness/overall quality,S,3.63
399,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,56359,563.59,Indo-Aryan,Marathi,,5600.0,56.0,619.59,0.09038234961829597,MOS,Naturalness/overall quality,S,3.68
400,K,DNN,,,Mono,,Female,,,,,0.0,Dravidian,Tamil,,2335.0,23.35,23.35,1.0,MOS,Naturalness/overall quality,S,3.36
401,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,59624,596.24,Dravidian,Tamil,,2335.0,23.35,619.59,0.037686211849771625,MOS,Naturalness/overall quality,S,3.62
402,K,DNN,,,Mono,,Female,,,,,0.0,Dravidian,Telugu,,2294.0,22.94,22.94,1.0,MOS,Naturalness/overall quality,S,3.72
403,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,59665,596.65,Dravidian,Telugu,,2294.0,22.94,619.59,0.03702448393292339,MOS,Naturalness/overall quality,S,4.15
404,K,DNN,,,Mono,,Female,,,,,0.0,Indo-Aryan,Urdu,,4500.0,45.0,45.0,1.0,MOS,Naturalness/overall quality,S,3.66
405,K,DNN,,,Multi,,Female,Indo-Aryan + Dravidian,11 languages,,57459,574.59,Indo-Aryan,Urdu,,4500.0,45.0,619.59,0.0726286738004164,MOS,Naturalness/overall quality,S,3.63
406,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker AXB,,4 languages,1767.0,,84.816,,English,30,,1.44,86.256,0.01669449081803005,DTWMCD,Acoustics,O,8.2
407,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker AXB,,4 languages,1767.0,,84.816,,English,30,,1.44,86.256,0.01669449081803005,DTWMCD,Acoustics,O,8.75
408,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker SLP,,4 languages,1767.0,,84.816,,English,30,,1.44,86.256,0.01669449081803005,DTWMCD,Acoustics,O,9.05
409,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker SLP,,4 languages,1767.0,,84.816,,English,30,,1.44,86.256,0.01669449081803005,DTWMCD,Acoustics,O,9.9
410,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker IITM2,,4 languages,1251.0,,60.048,,Gujarati,546,,26.208,86.256,0.3038397328881469,DTWMCD,Acoustics,O,6.54
411,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker IITM2,,4 languages,1251.0,,60.048,,Gujarati,546,,26.208,86.256,0.3038397328881469,DTWMCD,Acoustics,O,7.03
412,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker AXB,,4 languages,1681.0,,80.68799999999999,,Hindi,115,,5.52,86.20799999999998,0.06403118040089087,DTWMCD,Acoustics,O,7.51
413,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker AXB,,4 languages,1681.0,,80.68799999999999,,Hindi,115,,5.52,86.20799999999998,0.06403118040089087,DTWMCD,Acoustics,O,8.57
414,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker IITF,,4 languages,1522.0,,73.056,,Hindi,275,,13.2,86.256,0.15303283249860877,DTWMCD,Acoustics,O,7.09
415,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker IITF,,4 languages,1522.0,,73.056,,Hindi,275,,13.2,86.256,0.15303283249860877,DTWMCD,Acoustics,O,7.57
416,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker IITM,,4 languages,1527.0,,73.29599999999999,,Hindi,270,,12.96,86.256,0.15025041736227046,DTWMCD,Acoustics,O,6.62
417,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker IITM,,4 languages,1527.0,,73.29599999999999,,Hindi,270,,12.96,86.256,0.15025041736227046,DTWMCD,Acoustics,O,7.52
418,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker AUP,,4 languages,1770.0,,84.96,,Marathi,27,,1.296,86.256,0.015025041736227046,DTWMCD,Acoustics,O,6.38
419,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker AUP,,4 languages,1770.0,,84.96,,Marathi,27,,1.296,86.256,0.015025041736227046,DTWMCD,Acoustics,O,7.35
420,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker IITM1,,4 languages,1294.0,,62.111999999999995,,Marathi,503,,24.144000000000002,86.256,0.2799109627156372,DTWMCD,Acoustics,O,6.48
421,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker IITM1,,4 languages,1294.0,,62.111999999999995,,Marathi,503,,24.144000000000002,86.256,0.2799109627156372,DTWMCD,Acoustics,O,7.09
422,L,S2S,Deep Voice 3,,Multi,,Unfactored - Speaker SLP,,4 languages,1766.0,,84.76799999999999,,Marathi,31,,1.4879999999999998,86.25599999999999,0.01725097384529772,DTWMCD,Acoustics,O,9.19
423,L,S2S,Deep Voice 3,,Multi,,Factored - Speaker SLP,,4 languages,1766.0,,84.76799999999999,,Marathi,31,,1.4879999999999998,86.25599999999999,0.01725097384529772,DTWMCD,Acoustics,O,10.23
424,L,S2S,Deep Voice 3,,Multi,,Unfactored - Baseline multi Indic,,4 languages,1797.0,,86.256,,Marathi,0,,0.0,86.256,0.0,DTWMCD,Acoustics,O,9.19
425,L,S2S,Deep Voice 3,,Multi,,Unfactored - Baseline multi Indic,,4 languages,1797.0,,86.256,,English,0,,0.0,86.256,0.0,DTWMCD,Acoustics,O,9.05
426,L,S2S,Deep Voice 3,,Multi,,Factored - Baseline multi Indic,,4 languages,1797.0,,86.256,,Marathi,0,,0.0,86.256,0.0,DTWMCD,Acoustics,O,10.23
427,L,S2S,Deep Voice 3,,Multi,,Factored - Baseline multi Indic,,4 languages,1797.0,,86.256,,English,0,,0.0,86.256,0.0,DTWMCD,Acoustics,O,9.9
428,L,S2S,Deep Voice 3,,Multi,,Unfactored - Adapted baseline,,,1827.0,,87.696,,Marathi,30,,1.44,89.136,0.01615508885298869,DTWMCD,Acoustics,O,8.81
429,L,S2S,Deep Voice 3,,Multi,,Unfactored - Adapted baseline,,,1827.0,,87.696,,English,30,,1.44,89.136,0.01615508885298869,DTWMCD,Acoustics,O,8.46
430,L,S2S,Deep Voice 3,,Multi,,Factored - Adapted baseline,,,1827.0,,87.696,,Marathi,30,,1.44,89.136,0.01615508885298869,DTWMCD,Acoustics,O,9.15
431,L,S2S,Deep Voice 3,,Multi,,Factored - Adapted baseline,,,1827.0,,87.696,,English,30,,1.44,89.136,0.01615508885298869,DTWMCD,Acoustics,O,8.77
432,L,S2S,Deep Voice 3,,Multi,,Unfactored - Adapted baseline Marathi,,,1797.0,,86.256,,Marathi,30,,1.44,87.696,0.016420361247947456,DTWMCD,Acoustics,O,8.8
433,L,S2S,Deep Voice 3,,Multi,,Unfactored - Adapted baseline Marathi,,,1827.0,,87.696,,English,0,,0.0,87.696,0.0,DTWMCD,Acoustics,O,8.7
434,L,S2S,Deep Voice 3,,Multi,,Factored - Adapted baseline Marathi,,,1797.0,,86.256,,Marathi,30,,1.44,87.696,0.016420361247947456,DTWMCD,Acoustics,O,9.28
435,L,S2S,Deep Voice 3,,Multi,,Factored - Adapted baseline Marathi,,,1827.0,,87.696,,English,0,,0.0,87.696,0.0,DTWMCD,Acoustics,O,9.31
436,L,S2S,Deep Voice 3,,Multi,,Unfactored - Adapted baseline English,,,1827.0,,87.696,,Marathi,0,,0.0,87.696,0.0,DTWMCD,Acoustics,O,8.9
437,L,S2S,Deep Voice 3,,Multi,,Unfactored - Adapted baseline English,,,1797.0,,86.256,,English,30,,1.44,87.696,0.016420361247947456,DTWMCD,Acoustics,O,8.42
438,L,S2S,Deep Voice 3,,Multi,,Factored - Adapted baseline English,,,1827.0,,87.696,,Marathi,0,,0.0,87.696,0.0,DTWMCD,Acoustics,O,9.16
439,L,S2S,Deep Voice 3,,Multi,,Factored - Adapted baseline English,,,1797.0,,86.256,,English,30,,1.44,87.696,0.016420361247947456,DTWMCD,Acoustics,O,8.74
440,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi female,,,2057.0,,98.736,,Marathi,0,,0.0,98.736,0.0,DTWMCD,Acoustics,O,9.36
441,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi female,,,2057.0,,98.736,,English,0,,0.0,98.736,0.0,DTWMCD,Acoustics,O,9.09
442,L,S2S,Deep Voice 3,,Multi,,Factored - external Marathi female,,,2057.0,,98.736,,Marathi,0,,0.0,98.736,0.0,DTWMCD,Acoustics,O,10.49
443,L,S2S,Deep Voice 3,,Multi,,Factored - external Marathi female,,,2057.0,,98.736,,English,0,,0.0,98.736,0.0,DTWMCD,Acoustics,O,10.02
444,L,S2S,Deep Voice 3,,Multi,,Unfactored - external English female,,,2157.0,,103.536,,Marathi,0,,0.0,103.536,0.0,DTWMCD,Acoustics,O,9.3
445,L,S2S,Deep Voice 3,,Multi,,Unfactored - external English female,,,2157.0,,103.536,,English,0,,0.0,103.536,0.0,DTWMCD,Acoustics,O,9.13
446,L,S2S,Deep Voice 3,,Multi,,Factored - external English female,,,2157.0,,103.536,,Marathi,0,,0.0,103.536,0.0,DTWMCD,Acoustics,O,10.25
447,L,S2S,Deep Voice 3,,Multi,,Factored - external English female,,,2157.0,,103.536,,English,0,,0.0,103.536,0.0,DTWMCD,Acoustics,O,10.08
448,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi + English female,,,2417.0,,116.016,,Marathi,0,,0.0,116.016,0.0,DTWMCD,Acoustics,O,9.42
449,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi + English female,,,2417.0,,116.016,,English,0,,0.0,116.016,0.0,DTWMCD,Acoustics,O,9.29
450,L,S2S,Deep Voice 3,,Multi,,Factored - external Marathi + English female,,,2417.0,,116.016,,Marathi,0,,0.0,116.016,0.0,DTWMCD,Acoustics,O,10.13
451,L,S2S,Deep Voice 3,,Multi,,Factored - external Marathi + English female,,,2417.0,,116.016,,English,0,,0.0,116.016,0.0,DTWMCD,Acoustics,O,9.88
452,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi adapted Marathi,,,2057.0,,98.736,,Marathi,30,,1.44,100.176,0.014374700527072352,DTWMCD,Acoustics,O,8.85
453,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi adapted Marathi,,,2057.0,,98.736,,English,0,,0.0,98.736,0.0,DTWMCD,Acoustics,O,8.74
454,L,S2S,Deep Voice 3,,Multi,,Factored - external Marathi adapted Marathi,,,2057.0,,98.736,,Marathi,30,,1.44,100.176,0.014374700527072352,DTWMCD,Acoustics,O,9.17
455,L,S2S,Deep Voice 3,,Multi,,Factored - external Marathi adapted Marathi,,,2057.0,,98.736,,English,0,,0.0,98.736,0.0,DTWMCD,Acoustics,O,9.07
456,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi + English adapted Marathi,,,2417.0,,116.016,,Marathi,30,,1.44,117.456,0.012259910093992644,DTWMCD,Acoustics,O,9.14
457,L,S2S,Deep Voice 3,,Multi,,Unfactored - external Marathi + English adapted Marathi,,,2417.0,,116.016,,English,30,,1.44,117.456,0.012259910093992644,DTWMCD,Acoustics,O,8.7
